awbNo,Order No.,Client Name,Order Branch,Origin,Destination,Destination Latitude,Destination Longitude,Order Type,Order State,Delivery Type,Delivery Location Type,Order Date,Start Date,End Date,Notes,Payment Type,Order Value,Re-calculated Value,Amount Collected,Payment Subtype,Transaction Id,Cash Mismatch Reason,Opening Cash,Closing Cash,Status,Planned Service Time,Service Time,Delivery Associate,DB Employee ID,Assigned Through,Trip,Planned Checkout Time,Start Time (Actual),End Time (Actual),Planned Distance,Actual Distance Travelled,Actual Distance from Hub,Actual Tracked Distance,Start Time (Planned),End Time (Planned),Time Taken (Difference in Mins.),Check-in Time,Check-out Time,Check-in Latitude,Check-in Longitude,Check-out Latitude,Check-out Longitude,Order Sequence,Vendor/Customer code,Customer Name,POD count,No. of Crates,Weight (Kg),Volume (Cc),Customer comments,Reason,Ratings,No. of Attempts,Territory Enter Time,Territory Exit Time,Delayed,Delayed by (Mins),Scan Status,Parent Order No,Territory Name,Priority
Awb_5078568,=("ord_829181824049_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Powai,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1115,72.9093,Delivery,Forward,,,"13, Jun 2019 10:10 AM","13, Jun 2019 11:15 AM","13, Jun 2019 11:45 AM",,COD,200.0000,-,0.0000,-,-,-,,,Attempted Delivery,15,-,,-,-,,=(""),"13, Jun 2019 10:33 AM","13, Jun 2019 10:33 AM",0.0,,0.42653268575668335,,=(""),=(""),0,=(""),"13, Jun 2019 10:33 AM",,,0.0,0.0,,Cust_0541,User_0307,,2,10.0,10.1,,No customer at delivery location,0.0,1,NA,NA,N,-,-,-,Geofence Not Mapped,-
Awb_4623828,=("ord_391325138023_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Powai,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1115,72.9093,Delivery,Forward,,,"13, Jun 2019 10:10 AM","13, Jun 2019 11:15 AM","13, Jun 2019 11:45 AM",,COD,200.0000,200.0000,200.0000,-,-,-,,,Delivered,15,-,,-,-,,=(""),"13, Jun 2019 10:32 AM","13, Jun 2019 10:32 AM",0.0,,0.42653268575668335,,=(""),=(""),0,=(""),"13, Jun 2019 10:32 AM",,,,,,Cust_9368,User_7488,,2,10.0,10.1,,-,0.0,1,NA,NA,N,-,-,-,Geofence Not Mapped,-
Awb_8267078,=("ord_848134932570_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Powai,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1115,72.9093,Delivery,Forward,,,"13, Jun 2019 10:10 AM","13, Jun 2019 11:15 AM","13, Jun 2019 11:45 AM",,COD,200.0000,-,0.0000,-,-,-,,,CANCELLED,15,-,,-,-,,=(""),"13, Jun 2019 10:32 AM","13, Jun 2019 10:32 AM",0.0,,0.42653268575668335,,=(""),=(""),0,=(""),"13, Jun 2019 10:32 AM",,,,,,Cust_3535,User_1486,,2,10.0,10.1,,Delivery Boy not available,0.0,0,NA,NA,N,-,-,-,Geofence Not Mapped,-
Ord_5347961_File,=("OrdWallets_0070972_File"),Account_Test,Mumbai,Mumbai,"A901 Supreme Business Park,South Avenue,Powai,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,Delivery Boy,,"13, Jun 2019 10:10 AM","13, Jun 2019 11:15 AM","13, Jun 2019 11:45 AM",,COD,2000.0000,2000.0000,2000.0000,-,-,-,,,Delivered,10,-,,-,-,,=(""),"13, Jun 2019 10:31 AM","13, Jun 2019 10:31 AM",0.0,,18.998411178588867,,=(""),=(""),0,=(""),"13, Jun 2019 10:31 AM",,,,,,Cust_5574,User_8056,,6,4.0,500.0,,-,0.0,1,NA,NA,N,-,-,-,Geofence Not Mapped,-
Awb_2924804,=("ord_033718592318_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Powai,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1115,72.9093,Delivery,Forward,,,"13, Jun 2019 09:53 AM","13, Jun 2019 10:58 AM","13, Jun 2019 11:28 AM",,COD,200.0000,-,0.0000,-,-,-,,,Attempted Delivery,15,-,,-,-,,=(""),"13, Jun 2019 10:15 AM","13, Jun 2019 10:15 AM",0.0,,0.42653268575668335,,=(""),=(""),0,=(""),"13, Jun 2019 10:15 AM",,,0.0,0.0,,Cust_6886,User_7181,,2,10.0,10.1,,No customer at delivery location,0.0,1,NA,NA,N,-,-,-,Geofence Not Mapped,-
Awb_7716778,=("ord_749423252834_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Powai,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1115,72.9093,Delivery,Forward,,,"13, Jun 2019 09:37 AM","13, Jun 2019 09:38 AM","13, Jun 2019 09:45 AM",,COD,200.0000,200.0000,200.0000,-,-,-,,,Delivered,15,-,,-,-,,=(""),"13, Jun 2019 09:44 AM","13, Jun 2019 09:44 AM",0.0,,0.42653268575668335,,=(""),=(""),0,=(""),"13, Jun 2019 09:44 AM",,,,,,Cust_3648,User_1414,,2,10.0,10.1,,-,0.0,1,NA,NA,N,-,-,-,Geofence Not Mapped,-
Ord_8572401_test,=("Ord_8825042_test"),Test Automation Client,Mumbai,Mumbai,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 08:27 AM","13, Jun 2019 09:17 AM","13, Jun 2019 09:47 AM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Intransit,15,-,User_2232305,7680933,Planning,TRIP-9683,"13, Jun 2019 03:54 AM","13, Jun 2019 02:58 AM",=(""),20.71,,18.998411178588867,,"13, Jun 2019 02:58 AM","13, Jun 2019 03:54 AM",,=(""),=(""),,,,,1,Cust_0690,User_8337,,10,,,,-,0.0,0,NA,NA,Y,3576,-,-,Geofence Not Mapped,-
Ord_1204852_test,=("Ord_WH_8620782298_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 08:27 AM","13, Jun 2019 09:17 AM","13, Jun 2019 09:47 AM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,,-,-,,=(""),=(""),=(""),0.0,,5.777494430541992,,=(""),=(""),,=(""),=(""),,,,,,Cust_1551,User_8469,,10,,,,-,0.0,0,NA,NA,Y,3577,-,-,Geofence Not Mapped,-
Ord_2510481_test,=("Ord_4023724_test"),Test Automation Client,Mumbai,Mumbai,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 08:25 AM","13, Jun 2019 09:15 AM","13, Jun 2019 09:45 AM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Intransit,15,-,User_9980749,9134261,Planning,TRIP-9681,"13, Jun 2019 03:52 AM","13, Jun 2019 02:56 AM",=(""),20.71,,18.998411178588867,,"13, Jun 2019 02:56 AM","13, Jun 2019 03:52 AM",,=(""),=(""),,,,,1,Cust_7172,User_7939,,10,,,,-,0.0,0,NA,NA,Y,3578,-,-,Geofence Not Mapped,-
Ord_5188045_test,=("Ord_WH_4305088395_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 08:25 AM","13, Jun 2019 09:15 AM","13, Jun 2019 09:45 AM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,,-,-,,=(""),=(""),=(""),0.0,,5.777494430541992,,=(""),=(""),,=(""),=(""),,,,,,Cust_4653,User_2419,,10,,,,-,0.0,0,NA,NA,Y,3579,-,-,Geofence Not Mapped,-
Ord_8056130_test,=("Ord_3823625_test"),Test Automation Client,Mumbai,Mumbai,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 08:24 AM","13, Jun 2019 09:14 AM","13, Jun 2019 09:44 AM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Intransit,15,-,User_1591827,6680070,Planning,TRIP-9679,"13, Jun 2019 03:50 AM","13, Jun 2019 02:54 AM",=(""),20.71,,18.998411178588867,,"13, Jun 2019 02:54 AM","13, Jun 2019 03:50 AM",,=(""),=(""),,,,,1,Cust_4598,User_3375,,10,,,,-,0.0,0,NA,NA,Y,3580,-,-,Geofence Not Mapped,-
Ord_6955891_test,=("Ord_WH_9035842402_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 08:23 AM","13, Jun 2019 09:13 AM","13, Jun 2019 09:43 AM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,,-,-,,=(""),=(""),=(""),0.0,,5.777494430541992,,=(""),=(""),,=(""),=(""),,,,,,Cust_7364,User_0748,,10,,,,-,0.0,0,NA,NA,Y,3580,-,-,Geofence Not Mapped,-
Ord_0799266_test,=("Ord_2689397_test"),Test Automation Client,Mumbai,Mumbai,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 08:16 AM","13, Jun 2019 09:06 AM","13, Jun 2019 09:36 AM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,,-,-,,=(""),=(""),=(""),0.0,,18.998411178588867,,=(""),=(""),,=(""),=(""),,,,,,Cust_7650,User_0169,,10,,,,-,0.0,0,NA,NA,Y,3587,-,-,Geofence Not Mapped,-
Ord_9308189_test,=("Ord_0447982_test"),Test Automation Client,Kolkata,Kolkata,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Kolkata,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 08:06 AM","13, Jun 2019 08:56 AM","13, Jun 2019 09:26 AM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Intransit,15,-,User_3671064,3835405,Planning,TRIP-9677,"14, Jun 2019 08:10 PM","13, Jun 2019 02:37 AM",=(""),2046.29,,1656.144287109375,,"13, Jun 2019 02:37 AM","14, Jun 2019 08:10 PM",,=(""),=(""),,,,,1,Cust_0202,User_0153,,1,,,,-,0.0,0,NA,NA,Y,3598,-,-,Geofence Not Mapped,-
Ord_4253182_test,=("ord_904877781272_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 08:03 AM","13, Jun 2019 08:53 AM","13, Jun 2019 09:23 AM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,,-,-,,=(""),=(""),=(""),0.0,,5.777494430541992,,=(""),=(""),,=(""),=(""),,,,,,Cust_4010,User_4202,,10,,,,-,0.0,0,NA,NA,Y,3601,-,-,Geofence Not Mapped,-
Ord_2276847_test,=("Ord_9792776_test"),Test Automation Client,Kolkata,Kolkata,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Kolkata,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 07:56 AM","13, Jun 2019 08:46 AM","13, Jun 2019 09:16 AM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Intransit,15,-,User_9174326,7306765,Planning,TRIP-9675,"14, Jun 2019 08:00 PM","13, Jun 2019 02:28 AM",=(""),2046.29,,1656.144287109375,,"13, Jun 2019 02:28 AM","14, Jun 2019 08:00 PM",,=(""),=(""),,,,,1,Cust_9127,User_7245,,1,,,,-,0.0,0,NA,NA,Y,3607,-,-,Geofence Not Mapped,-
Ord_7330287_UPD,=("ord_007119070583_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,nullMumbai,400076",19.1092,72.8545,Delivery,Forward,,,"08, Jun 2019 07:56 AM","13, Jun 2019 09:36 AM","13, Jun 2019 10:36 AM",,Prepaid,65.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,,-,-,,=(""),=(""),=(""),0.0,,8.554,,=(""),=(""),,=(""),=(""),,,,,,Cust_7299,User_7973,,10,,,,-,0.0,0,NA,NA,Y,3527,-,-,Geofence Not Mapped,-
Ord_7567064_test,=("Ord_0986878_test"),Test Automation Client,Mumbai,Mumbai,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 07:55 AM","13, Jun 2019 08:45 AM","13, Jun 2019 09:15 AM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,User_8014995,0542968,Planning,TRIP-9673,"13, Jun 2019 09:00 AM",=(""),=(""),20.712,,18.998411178588867,,"13, Jun 2019 08:05 AM","13, Jun 2019 09:00 AM",,=(""),=(""),,,,,1,Cust_0249,User_7100,,10,,,,-,0.0,0,NA,NA,Y,3608,-,-,Geofence Not Mapped,-
Ord_3736030_test,=("Ord_1352967_test"),Test Automation Client,Mumbai,Mumbai,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 07:55 AM","13, Jun 2019 08:45 AM","13, Jun 2019 09:15 AM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,User_4118159,0937207,Planning,TRIP-9671,"13, Jun 2019 09:00 AM",=(""),=(""),20.712,,18.998411178588867,,"13, Jun 2019 08:04 AM","13, Jun 2019 09:00 AM",,=(""),=(""),,,,,1,Cust_6481,User_4591,,10,,,,-,0.0,0,NA,NA,Y,3609,-,-,Geofence Not Mapped,-
Ord_8580048_test,=("Ord_7977541_test"),Test Automation Client,Mumbai,Mumbai,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 07:54 AM","13, Jun 2019 08:44 AM","13, Jun 2019 09:14 AM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,User_2315254,4362126,Planning,TRIP-9669,"13, Jun 2019 08:59 AM",=(""),=(""),20.712,,18.998411178588867,,"13, Jun 2019 08:03 AM","13, Jun 2019 08:59 AM",,=(""),=(""),,,,,1,Cust_5473,User_0708,,10,,,,-,0.0,0,NA,NA,Y,3609,-,-,Geofence Not Mapped,-
Ord_0276756_test,=("ord_484103001664_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1122,72.9099,Delivery,Forward,,,"08, Jun 2019 07:54 AM","13, Jun 2019 08:44 AM","13, Jun 2019 09:14 AM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,,-,-,,=(""),=(""),=(""),0.0,,0.676,,=(""),=(""),,=(""),=(""),,,,,,Cust_7384,User_5245,,10,,,,-,0.0,0,NA,NA,Y,3610,-,-,Geofence Not Mapped,-
Ord_3841909_test,=("ord_311452054957_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1122,72.9099,Delivery,Forward,,,"08, Jun 2019 07:50 AM","13, Jun 2019 08:40 AM","13, Jun 2019 09:10 AM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,,-,-,,=(""),=(""),=(""),0.0,,0.676,,=(""),=(""),,=(""),=(""),,,,,,Cust_7359,User_7202,,10,,,,-,0.0,0,NA,NA,Y,3613,-,-,Geofence Not Mapped,-
Ord_4161743_test,=("Ord_4334384_test"),Test Automation Client,Kolkata,Kolkata,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Kolkata,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 07:46 AM","13, Jun 2019 08:36 AM","13, Jun 2019 09:06 AM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Intransit,15,-,User_8243666,7630461,Planning,TRIP-9667,"14, Jun 2019 07:50 PM","13, Jun 2019 02:18 AM",=(""),2046.29,,1656.144287109375,,"13, Jun 2019 02:18 AM","14, Jun 2019 07:50 PM",,=(""),=(""),,,,,1,Cust_9104,User_9950,,1,,,,-,0.0,0,NA,NA,Y,3617,-,-,Geofence Not Mapped,-
Ord_2274638_test,=("ord_976531330781_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1122,72.9099,Delivery,Forward,,,"08, Jun 2019 07:46 AM","13, Jun 2019 08:36 AM","13, Jun 2019 09:06 AM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,,-,-,,=(""),=(""),=(""),0.0,,0.676,,=(""),=(""),,=(""),=(""),,,,,,Cust_0010,User_2707,,10,,,,-,0.0,0,NA,NA,Y,3618,-,-,Geofence Not Mapped,-
Ord_0279444_File,=("OrdWallets_7540702_File"),Account_Test,Mumbai,Mumbai,"A901 Supreme Business Park,South Avenue,Powai,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,Delivery Boy,,"13, Jun 2019 02:01 AM","13, Jun 2019 03:06 AM","13, Jun 2019 03:36 AM",,COD,2000.0000,2000.0000,2000.0000,-,-,-,,,Delivered,10,-,,-,-,,=(""),"13, Jun 2019 02:19 AM","13, Jun 2019 02:19 AM",0.0,,18.998411178588867,,=(""),=(""),0,=(""),"13, Jun 2019 02:19 AM",,,,,,Cust_8390,User_9683,,6,4.0,500.0,,-,0.0,1,NA,NA,N,-,-,-,Geofence Not Mapped,-
Ord_8360255_test,=("ord_293562903780_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 07:43 AM","13, Jun 2019 08:33 AM","13, Jun 2019 09:03 AM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,User_299006065,E_70380475,Manually,TRIP-9664,"15, Jun 2019 08:28 AM",=(""),=(""),8.56,,5.777494430541992,,"15, Jun 2019 07:46 AM","15, Jun 2019 08:28 AM",,=(""),=(""),,,,,1,Cust_4470,User_8235,,10,,,,-,0.0,0,NA,NA,Y,3621,-,-,Geofence Not Mapped,-
8156700,=("C8156700"),Test Automation Client,Mumbai,Mumbai,"supreme business park,hiranandani,powai,Mumbai,SINGAPORE,400076",19.1245,72.8937,Delivery,Forward,,,"02, Jun 2017 11:30 AM","13, Jun 2019 02:13 AM","13, Jun 2019 02:13 AM",,Prepaid,0.0000,0.0000,0.0000,-,-,-,,0.0000,Delivered,12,-,Auto8156700,8156700,Planning,TRIP-9665,"13, Jun 2019 02:25 AM","13, Jun 2019 02:13 AM","13, Jun 2019 02:13 AM",23.851,,16.876605987548828,,"13, Jun 2019 01:23 AM","13, Jun 2019 02:25 AM",0,=(""),"13, Jun 2019 02:13 AM",,,,,1,8156700,8156700,,1,,,,-,0.0,1,NA,NA,Y,0,-,-,Geofence Not Mapped,-
Awb_7808632,=("ord_805122294445_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Powai,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1115,72.9093,Delivery,Forward,,,"13, Jun 2019 01:45 AM","13, Jun 2019 02:50 AM","13, Jun 2019 03:20 AM",,COD,200.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,,-,-,,=(""),=(""),=(""),0.0,,0.42653268575668335,,=(""),=(""),,=(""),=(""),,,,,,Cust_5517,User_4113,,2,10.0,10.1,,-,0.0,0,NA,NA,Y,3964,-,-,Geofence Not Mapped,-
Ord_1787789_test,=("ord_366691251212_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 07:19 AM","13, Jun 2019 08:09 AM","13, Jun 2019 08:39 AM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,,-,-,,=(""),=(""),=(""),0.0,,5.777494430541992,,=(""),=(""),,=(""),=(""),,,,,,Cust_8348,User_5736,,10,,,,-,0.0,0,NA,NA,Y,3645,OUTSCANNED,-,Geofence Not Mapped,-
Ord_4654423_test,=("ord_716776630072_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 07:14 AM","13, Jun 2019 08:04 AM","13, Jun 2019 08:34 AM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,,-,-,,=(""),=(""),=(""),0.0,,5.777494430541992,,=(""),=(""),,=(""),=(""),,,,,,Cust_0236,User_9073,,10,,,,-,0.0,0,NA,NA,Y,3650,-,-,Geofence Not Mapped,-
Ord_6077520_File,=("Ord_8607747_File"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Powai,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,Delivery Boy,,"13, Jun 2019 01:27 AM","13, Jun 2019 02:32 AM","13, Jun 2019 03:02 AM",,COD,2000.0000,-,0.0000,-,-,-,,,Not Dispatched,10,-,,-,-,,=(""),=(""),=(""),0.0,,5.777494430541992,,=(""),=(""),,=(""),=(""),,,,,,Cust_1746,User_9857,,6,4.0,500.0,,-,0.0,0,NA,NA,Y,3982,-,-,Geofence Not Mapped,-
Awb_3750476,=("ord_872796121588_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Powai,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1115,72.9093,Delivery,Forward,,,"13, Jun 2019 01:12 AM","13, Jun 2019 02:17 AM","13, Jun 2019 02:47 AM",,COD,200.0000,-,0.0000,-,-,-,,,CANCELLED,15,-,,-,-,,=(""),"13, Jun 2019 01:38 AM","13, Jun 2019 01:38 AM",0.0,,0.42653268575668335,,=(""),=(""),0,=(""),"13, Jun 2019 01:38 AM",,,,,,Cust_1943,User_2430,,2,10.0,10.1,,Delivery Boy not available,0.0,0,NA,NA,N,-,-,-,Geofence Not Mapped,-
Awb_0254382,=("ord_055767473704_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Powai,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1115,72.9093,Delivery,Forward,,,"13, Jun 2019 12:58 AM","13, Jun 2019 02:03 AM","13, Jun 2019 02:33 AM",,COD,200.0000,-,0.0000,-,-,-,,,CANCELLED,15,-,,-,-,,=(""),"13, Jun 2019 01:22 AM","13, Jun 2019 01:22 AM",0.0,,0.42653268575668335,,=(""),=(""),0,=(""),"13, Jun 2019 01:22 AM",,,,,,Cust_0090,User_7025,,2,10.0,10.1,,Delivery Boy not available,0.0,0,NA,NA,N,-,-,-,Geofence Not Mapped,-
Ord_8993241_test,=("ord_121133808396_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 06:42 AM","13, Jun 2019 07:32 AM","13, Jun 2019 08:02 AM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,,-,-,,=(""),=(""),=(""),0.0,,5.777494430541992,,=(""),=(""),,=(""),=(""),,,,,,Cust_1897,User_9874,,10,,,,-,0.0,0,NA,NA,Y,3681,-,-,Geofence Not Mapped,-
Awb_3303433,=("ord_648348666173_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Powai,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1115,72.9093,Delivery,Forward,,,"13, Jun 2019 12:49 AM","13, Jun 2019 12:54 AM","13, Jun 2019 01:24 AM",,COD,200.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,,-,-,,=(""),=(""),=(""),0.0,,0.739,,=(""),=(""),,=(""),=(""),,,,,,Cust_0745,User_8213,,2,10.0,10.1,,-,0.0,0,NA,NA,Y,4080,-,-,Geofence Not Mapped,-
Awb_3551640,=("ord_560065330304_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Powai,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1115,72.9093,Delivery,Forward,,,"13, Jun 2019 12:45 AM","13, Jun 2019 01:50 AM","13, Jun 2019 02:20 AM",,COD,200.0000,-,0.0000,-,-,-,,,CANCELLED,15,-,,-,-,,=(""),"13, Jun 2019 01:09 AM","13, Jun 2019 01:09 AM",0.0,,0.42653268575668335,,=(""),=(""),0,=(""),"13, Jun 2019 01:09 AM",,,,,,Cust_5135,User_3112,,2,10.0,10.1,,Delivery Boy not available,0.0,0,NA,NA,N,-,-,-,Geofence Not Mapped,-
Ord_3697499_test,=("ord_393973062792_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1093,72.8545,Delivery,Forward,,,"08, Jun 2019 06:35 AM","13, Jun 2019 07:25 AM","13, Jun 2019 07:55 AM",,Prepaid,0.0000,-,0.0000,-,-,-,,,Not Dispatched,15,-,,-,-,,=(""),=(""),=(""),0.0,,5.777494430541992,,=(""),=(""),,=(""),=(""),,,,,,Cust_3786,User_3442,,10,,,,-,0.0,0,NA,NA,Y,3688,-,-,Geofence Not Mapped,-
Awb_1053340,=("ord_883125833260_test"),Test Automation Client,Test Automation Client Main Branch,Test Automation Client Main Branch,"A901 Supreme Business Park,South Avenue,Powai,Near Hiranandani Gardens,Mumbai,Maharashtra,INDIA,400076",19.1115,72.9093,Delivery,Forward,,,"13, Jun 2019 12:43 AM","13, Jun 2019 01:48 AM","13, Jun 2019 02:18 AM",,COD,200.0000,-,0.0000,-,-,-,,,Attempted Delivery,15,-,,-,-,,=(""),"13, Jun 2019 01:06 AM","13, Jun 2019 01:06 AM",0.0,,0.42653268575668335,,=(""),=(""),0,=(""),"13, Jun 2019 01:06 AM",,,0.0,0.0,,Cust_1819,User_6022,,2,10.0,10.1,,No customer at delivery location,0.0,1,NA,NA,N,-,-,-,Geofence Not Mapped,-
